CENI - BURKINA FASO;
ELECTIONS COUPLEES PRESIDENTIELLE/LEGISLATIVES DU 11/10/2015;
STATISTIQUES DES BUREAUX DE VOTES PAR COMMUNES \ ARRONDISSEMENTS;
LISTE DEFINITIVE;
CENI 09/09/2015;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
BAGASSI;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
ASSIO;ASSIO II\ECOLE;Bureau de vote 1; 348;
BADIE;ECOLE;Bureau de vote 1; 239;
BAGASSI;ECOLE;Bureau de vote 1; 441;
BAGASSI;ECOLE;Bureau de vote 2; 393;
BAGASSI;TINIEYIO\ECOLE;Bureau de vote 1; 439;
BAGASSI;TINIEYIO\ECOLE;Bureau de vote 2; 201;
BANDIO;ECOLE;Bureau de vote 1; 325;
BANOU;ECOLE;Bureau de vote 1; 314;
BASSOUAN;ECOLE;Bureau de vote 1; 252;
BOUNOU;ECOLE1;Bureau de vote 1; 353;
BOUNOU;ECOLE2\ECOLE1;Bureau de vote 1; 329;
DOUSSI;ECOLE B;Bureau de vote 1; 369;
HAHO;CENTRE\CENTRE ALPHABETISATION;Bureau de vote 1; 212;
KAHIN;ECOLE;Bureau de vote 1; 390;
KAHO;ECOLE;Bureau de vote 1; 347;
KANA;ECOLE;Bureau de vote 1; 322;
KAYIO;ECOLE;Bureau de vote 1; 301;
KOUSSARO;ECOLE;Bureau de vote 1; 415;
MANA;ECOLE;Bureau de vote 1; 458;
MANA;ECOLE;Bureau de vote 2; 443;
MANZOULE;MANZOULE\ECOLE;Bureau de vote 1; 166;
MOKO;HANGAR;Bureau de vote 1; 393;
NIAGA;NIAGA\ECOLE;Bureau de vote 1; 196;
NIAKONGO;ECOLE;Bureau de vote 1; 357;
OUANGA;OUANGA\ECOLE;Bureau de vote 1; 164;
PAHIN;ECOLE;Bureau de vote 1; 375;
SAYARO;ECOLE;Bureau de vote 1; 461;
SIPOHIN;ECOLE;Bureau de vote 1; 322;
SOKOURA;ECOLE;Bureau de vote 1; 184;
VY;ECOLE1;Bureau de vote 1; 531;
VY;ECOLE2\ECOLE1;Bureau de vote 1; 451;
VYRWA;VIRWA\ECOLE;Bureau de vote 1; 141;
YARO;ECOLE;Bureau de vote 1; 476;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 11 108;
 33;
CENI/ Liste definitive 11/10/2015;3;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
BANA;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BANA;KOKOBE\PREFECTURE;Bureau de vote 1; 444;
BANA;SOBE\ANCIENNE MAIRIE;Bureau de vote 1; 378;
BANA;SOKOURA\ECOLE A;Bureau de vote 1; 463;
BANA;SOKOURA\ECOLE A;Bureau de vote 2; 108;
BASSANA;ECOLE;Bureau de vote 1; 397;
BISSA;ECOLE;Bureau de vote 1; 216;
DANOU;ECOLE;Bureau de vote 1; 475;
FOFINA;CENTRE;Bureau de vote 1; 103;
SIENKORO;ECOLE;Bureau de vote 1; 207;
SOLONSO;ECOLE;Bureau de vote 1; 258;
SOMONA;CENTRE;Bureau de vote 1; 269;
WONA;CFJA;Bureau de vote 1; 407;
WONA;CFJA;Bureau de vote 2; 251;
WONA;ECOLE A;Bureau de vote 1; 379;
WONA;ECOLE A;Bureau de vote 2; 297;
YONA;ECOLE;Bureau de vote 1; 440;
YONA;ECOLE;Bureau de vote 2; 284;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 5 376;
 17;
CENI/ Liste definitive 11/10/2015;4;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
BOROMO;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
KOHO;ECOLE;Bureau de vote 1; 449;
KOHO;ECOLE;Bureau de vote 2; 288;
LAPARA;ECOLE;Bureau de vote 1; 260;
NANOU;ECOLE;Bureau de vote 1; 461;
NANOU;ECOLE;Bureau de vote 2; 152;
OUAHABOU;ECOLE A;Bureau de vote 1; 437;
OUAHABOU;ECOLE A;Bureau de vote 2; 560;
OUAHABOU;ECOLE B;Bureau de vote 1; 440;
OUAHABOU;ECOLE B;Bureau de vote 2; 231;
OUAHABOU;ECOLE SATTELITE;Bureau de vote 1; 513;
OUAKO;ECOLE;Bureau de vote 1; 299;
OUROUBONON;ECOLE;Bureau de vote 1; 463;
OUROUBONON;ECOLE;Bureau de vote 2; 241;
SECTEUR 1;ECOLE E;Bureau de vote 1; 503;
SECTEUR 1;MAISON DE LA FEMME;Bureau de vote 1; 411;
SECTEUR 1;MAISON DE LA FEMME;Bureau de vote 2; 429;
SECTEUR 1;MAISON DE LA FEMME;Bureau de vote 3; 460;
SECTEUR 1;MAISON DE LA FEMME;Bureau de vote 4; 142;
SECTEUR 1;PETIT-BALE\ECOLE;Bureau de vote 1; 362;
SECTEUR 2;ECOLE C;Bureau de vote 1; 435;
SECTEUR 2;ECOLE C;Bureau de vote 2; 457;
SECTEUR 2;ECOLE C;Bureau de vote 3; 220;
SECTEUR 2;MEDERSA;Bureau de vote 1; 403;
SECTEUR 2;MEDERSA;Bureau de vote 2; 428;
SECTEUR 2;MEDERSA;Bureau de vote 3; 354;
SECTEUR 3;ECOLE B;Bureau de vote 1; 464;
SECTEUR 3;ECOLE B;Bureau de vote 2; 506;
SECTEUR 3;ECOLE D;Bureau de vote 1; 434;
SECTEUR 3;ECOLE D;Bureau de vote 2; 534;
SECTEUR 4;ECOLE A;Bureau de vote 1; 408;
SECTEUR 4;ECOLE A;Bureau de vote 2; 431;
SECTEUR 4;ECOLE A;Bureau de vote 3; 447;
SECTEUR 4;ECOLE A;Bureau de vote 4; 342;
SECTEUR 4;SOUMBOU\PLACE PUBLIQUE;Bureau de vote 1; 118;
SIGUINOGHIN;ECOLE;Bureau de vote 1; 282;
VIROU;ECOLE;Bureau de vote 1; 360;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 13 724;
 36;
CENI/ Liste definitive 11/10/2015;5;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
FARA;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BILATIO;ECOLE;Bureau de vote 1; 141;
BOUZOUROU;ECOLE;Bureau de vote 1; 347;
DAHO;ECOLE;Bureau de vote 1; 310;
DAKAYES;ECOLE;Bureau de vote 1; 259;
DIENSI;CENTRE ALPHABETISATION;Bureau de vote 1; 139;
FARA;BOMG POORE\ECOLE;Bureau de vote 1; 314;
FARA;ECOLE FARA A;Bureau de vote 1; 462;
FARA;ECOLE FARA A;Bureau de vote 2; 265;
FARA;ECOLE FARA B;Bureau de vote 1; 453;
FARA;ECOLE FARA B;Bureau de vote 2; 470;
FARA;ECOLE FARA B;Bureau de vote 3; 283;
FARA;ECOLE FARA C;Bureau de vote 1; 468;
FARA;ECOLE FARA C;Bureau de vote 2; 139;
FARA;ECOLE FASO DJIGUI;Bureau de vote 1; 217;
FARA;MAISON DE LA FEMME;Bureau de vote 1; 460;
FARA;MAISON DE LA FEMME;Bureau de vote 2; 464;
FARA;MAISON DE LA FEMME;Bureau de vote 3; 131;
FITIEN;ECOLE;Bureau de vote 1; 215;
KABOUROU;ECOLE;Bureau de vote 1; 405;
KABOUROU;MAGASIN CRPA;Bureau de vote 1; 513;
KABOUROU;MAGASIN CRPA;Bureau de vote 2; 107;
KAPA;ECOLE;Bureau de vote 1; 148;
KARABA;ECOLE;Bureau de vote 1; 385;
KONZENA;ECOLE;Bureau de vote 1; 150;
KOUMBIA;ECOLE;Bureau de vote 1; 228;
LARO;LARO A\ECOLE;Bureau de vote 1; 423;
LARO;LARO B\ECOLE;Bureau de vote 1; 348;
NABOU NOUNI;NABOU NOUNI\ECOLE;Bureau de vote 1; 515;
NABOU PEULH;CENTRE ALPHA;Bureau de vote 1; 98;
NANANO;BAKPORE\ECOLE;Bureau de vote 1; 255;
NANANO;ECOLE;Bureau de vote 1; 346;
NAOUYA;ECOLE;Bureau de vote 1; 549;
NASMA;ECOLE;Bureau de vote 1; 204;
NASSENE;ECOLE;Bureau de vote 1; 265;
PIA;PIA\CENTRE ALPHA;Bureau de vote 1; 186;
POMAIN;ECOLE;Bureau de vote 1; 366;
SADON-BOBO;ECOLE;Bureau de vote 1; 374;
TIALLA;ECOLE;Bureau de vote 1; 285;
TON;CENTRE ALPHA;Bureau de vote 1; 204;
TON;ECOLE;Bureau de vote 1; 504;
TONE;ECOLE;Bureau de vote 1; 646;
TONE;POA\CENTRE ALPHA;Bureau de vote 1; 280;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 13 321;
 42;
CENI/ Liste definitive 11/10/2015;6;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
OURY;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BANDIARA;MAGASIN GV;Bureau de vote 1; 170;
DABLARA;ECOLE;Bureau de vote 1; 145;
DAH;ECOLE;Bureau de vote 1; 448;
DAH;ECOLE;Bureau de vote 2; 337;
HABE;MAGASIN GV;Bureau de vote 1; 257;
KOENA;ECOLE;Bureau de vote 1; 378;
KOUPELO;ECOLE;Bureau de vote 1; 328;
LASSO;ECOLE A;Bureau de vote 1; 385;
MOMINA;ECOLE;Bureau de vote 1; 153;
MOU;ECOLE;Bureau de vote 1; 446;
OULLO;ECOLE;Bureau de vote 1; 640;
OURY;DANABON\ECOLE C;Bureau de vote 1; 434;
OURY;ECOLE A;Bureau de vote 1; 457;
OURY;ECOLE A;Bureau de vote 2; 149;
OURY;EX-COMMISSARIAT;Bureau de vote 1; 470;
