;;ANNEXE1 : Tableau des Opérations Financières de l’Etat ;;;;;
Année;Tab;TOFE 2007;Prévisions Loi Fin Rec Sept 07;Programme Rév 2007;Projections Rév 2007;PPTEet IADM 2007;Total Réalisations
;;;;;;;
2007;;1. Recettes totales et dons;736 173 372;629 335 057;678 217 770;0;650 547 102
2007;Tab.3;1.1. Recettes totales;488 707 506;450 400 000;440 217 770;0;440 247 173
2007;;1.1.1. Recettes courantes;488 539 762;450 233 229;440 050 999;0;440 090 958
2007;;1.1.2. Recettes fiscales*;448 872 530;413 500 000;404 150 999;0;405 237 668
2007;;1.1.3.  Recettes non fiscales;39 667 232;36 733 229;35 900 000;;34 853 290
2007;;1.1.4. Recettes en capital;167 744;166 771;166 771;;156 215
2007;;1.2. Dons;247 465 866;178 935 057;238 000 000;0;210 299 929
2007;Tab.6;1.2.1. projets;144 630 809;108 500 000;142 100 000;0;114 673 294
2007;Tab.5;1.2.2. programme;102 835 057;70 435 057;95 900 000;0;95 626 635
2007;;;;;;;0
2007;Tab. 7;2. Dépenses et prêts nets 1/;972 838 163;855 459 955;885 300 000;33 740 045;834 762 743
2007;;2.1. Dépenses courantes;449 038 783;433 284 000;447 300 000;11 816 000;450 279 430
2007;;Salaires;187 935 478;186 400 000;187 900 000;1 500 000;187 595 715
2007;;Dépenses de Fonctionnement;104 547 966;97 600 000;99 100 000;1 500 000;94 837 665
2007;;Intérêts dus;9 150 337;8 200 000;10 400 000;0;13 054 659
2007;Tab.7;sur dette intérieure;4 955 523;4 000 000;5 900 000;0;6 359 275
2007;Tab.7;sur dette extérieure;4 194 814;4 200 000;4 500 000;0;6 695 384
2007;;Transferts courants*;147 405 002;141 084 000;149 900 000;8 816 000;154 791 391
2007;Tab.7 ;2.2. Dépenses en capital;520 626 974;425 075 955;433 300 000;21 924 045;383 308 624
2007;;financées sur ressources propres;162 697 533;160 175 955;167 000 000;21 924 045;142 792 430
2007;; transferts en capital et restructurations;23 600 000;23 600 000;23 600 000;0;32 877 527
2007;;financées sur ressources extérieures;334 329 441;241 300 000;242 700 000;0;207 638 667
2007;;       sur Dons;144 630 809;108 500 000;142 100 000;0;114 673 294
2007;;      sur Prêts;189 698 632;132 800 000;100 600 000;0;92 965 373
2007;;2.3. Prêts nets 2/;3 172 406;-2 900 000;4 700 000;0;1 174 688
2007;;3. Solde global (base engagement);-236 664 791;-226 124 898;-207 082 230;-33 740 045;-184 215 641
2007;;4. Ajustement caisse;0;0;-10 000 000;33 740 045;14 109 839
2007;;5. Solde global base caisse ;-236 664 791;-226 124 898;-217 082 230;0;-170 105 801
2007;;Solde global base caisse hors dons;-484 130 657;-405 059 955;-455 082 230;0;-380 405 731
2007;;6. Financement;236 664 791;230 706 943;216 400 000;0;172 149 948
2007;;6.1. Financement exterieur;198 296 604;175 239 972;107 300 000;0;99 303 487
2007;;6.2. Financement interieur;38 368 187;55 466 971;109 100 000;0;72 846 461
2007;;Erreurs et omissions(-=surfinancement);;;;;-2 044 146
2007;;Gap de financement;0;-4 582 045;682 230;0;0
;;;;;;;
;; ;;;;;
